
new data
train
0212: pos_pair = 29, neg_pair = 1147
1492: pos_pair = 65, neg_pair = 1261
1305: pos_pair = 36, neg_pair = 2520
1333: pos_pair = 31, neg_pair = 1347
0890: pos_pair = 29, neg_pair = 637
1518: pos_pair = 27, neg_pair = 568
0466: pos_pair = 76, neg_pair = 914
0522: pos_pair = 27, neg_pair = 753
0897: pos_pair = 94, neg_pair = 1736
1299: pos_pair = 57, neg_pair = 1119
1145: pos_pair = 41, neg_pair = 905
1296: pos_pair = 24, neg_pair = 1104
0116: pos_pair = 37, neg_pair = 1091
1340: pos_pair = 68, neg_pair = 2488
0525: pos_pair = 20, neg_pair = 541
0836: pos_pair = 51, neg_pair = 2650
0328: pos_pair = 51, neg_pair = 1840
0195: pos_pair = 58, neg_pair = 762
1569: pos_pair = 27, neg_pair = 1101
0063: pos_pair = 72, neg_pair = 1524
1481: pos_pair = 52, neg_pair = 1488
0149: pos_pair = 84, neg_pair = 657
1558: pos_pair = 42, neg_pair = 1039
0841: pos_pair = 62, neg_pair = 1954
0495: pos_pair = 47, neg_pair = 2164
0312: pos_pair = 25, neg_pair = 716
0810: pos_pair = 40, neg_pair = 590
0711: pos_pair = 21, neg_pair = 609
0397: pos_pair = 58, neg_pair = 1895
0992: pos_pair = 33, neg_pair = 708
0143: pos_pair = 16, neg_pair = 390
0347: pos_pair = 100, neg_pair = 2456
0563: pos_pair = 46, neg_pair = 1280
0824: pos_pair = 19, neg_pair = 332
1396: pos_pair = 117, neg_pair = 1423
0486: pos_pair = 46, neg_pair = 389
0743: pos_pair = 48, neg_pair = 1330
0377: pos_pair = 25, neg_pair = 605
0822: pos_pair = 46, neg_pair = 1550
1390: pos_pair = 71, neg_pair = 790
0678: pos_pair = 18, neg_pair = 510
1157: pos_pair = 47, neg_pair = 2879
0853: pos_pair = 51, neg_pair = 1174
0994: pos_pair = 60, neg_pair = 2218
0885: pos_pair = 51, neg_pair = 984
1509: pos_pair = 56, neg_pair = 1597
0296: pos_pair = 42, neg_pair = 738
1504: pos_pair = 26, neg_pair = 677
0409: pos_pair = 47, neg_pair = 2231
1406: pos_pair = 62, neg_pair = 1591
1483: pos_pair = 24, neg_pair = 186
1196: pos_pair = 439, neg_pair = 1907
1136: pos_pair = 19, neg_pair = 684
0746: pos_pair = 19, neg_pair = 387
0454: pos_pair = 92, neg_pair = 1924
0831: pos_pair = 58, neg_pair = 2087
0938: pos_pair = 62, neg_pair = 758
1178: pos_pair = 48, neg_pair = 2580
0007: pos_pair = 16, neg_pair = 480
0949: pos_pair = 58, neg_pair = 1595
0903: pos_pair = 45, neg_pair = 1495
1397: pos_pair = 27, neg_pair = 1008
1038: pos_pair = 18, neg_pair = 510
0445: pos_pair = 75, neg_pair = 1521
0235: pos_pair = 54, neg_pair = 1542
0521: pos_pair = 16, neg_pair = 480
0758: pos_pair = 18, neg_pair = 612
1111: pos_pair = 157, neg_pair = 2258
0594: pos_pair = 72, neg_pair = 1944
0731: pos_pair = 30, neg_pair = 435
1369: pos_pair = 30, neg_pair = 531
0621: pos_pair = 49, neg_pair = 1662
0700: pos_pair = 71, neg_pair = 1820
1161: pos_pair = 18, neg_pair = 417
1287: pos_pair = 33, neg_pair = 1095
0652: pos_pair = 79, neg_pair = 1874
0166: pos_pair = 35, neg_pair = 1343
0717: pos_pair = 16, neg_pair = 309
0146: pos_pair = 89, neg_pair = 901
0365: pos_pair = 36, neg_pair = 1140
0222: pos_pair = 53, neg_pair = 1325
1016: pos_pair = 80, neg_pair = 2770
1019: pos_pair = 46, neg_pair = 1665
0935: pos_pair = 20, neg_pair = 445
0937: pos_pair = 66, neg_pair = 2349
0889: pos_pair = 63, neg_pair = 1953
0346: pos_pair = 16, neg_pair = 309
0549: pos_pair = 67, neg_pair = 1586
1356: pos_pair = 80, neg_pair = 3323
0211: pos_pair = 73, neg_pair = 2138
0348: pos_pair = 30, neg_pair = 1740
0174: pos_pair = 37, neg_pair = 1448
0095: pos_pair = 17, neg_pair = 361
1290: pos_pair = 47, neg_pair = 656
0257: pos_pair = 16, neg_pair = 480
1029: pos_pair = 110, neg_pair = 2168
0050: pos_pair = 49, neg_pair = 2162
0559: pos_pair = 80, neg_pair = 2065
1312: pos_pair = 18, neg_pair = 510
0793: pos_pair = 44, neg_pair = 902
0046: pos_pair = 48, neg_pair = 1437
1294: pos_pair = 62, neg_pair = 2864
0786: pos_pair = 76, neg_pair = 2480
0648: pos_pair = 23, neg_pair = 538
1553: pos_pair = 22, neg_pair = 413
0034: pos_pair = 39, neg_pair = 1042
0483: pos_pair = 20, neg_pair = 760
0774: pos_pair = 46, neg_pair = 989
1039: pos_pair = 37, neg_pair = 704
1262: pos_pair = 75, neg_pair = 1941
1376: pos_pair = 26, neg_pair = 794
1513: pos_pair = 32, neg_pair = 1346
0298: pos_pair = 28, neg_pair = 437
0757: pos_pair = 45, neg_pair = 2370
1141: pos_pair = 58, neg_pair = 2498
1240: pos_pair = 76, neg_pair = 2069
0882: pos_pair = 29, neg_pair = 917
0820: pos_pair = 30, neg_pair = 1296
0611: pos_pair = 31, neg_pair = 749
1292: pos_pair = 16, neg_pair = 390
0781: pos_pair = 57, neg_pair = 2718
0058: pos_pair = 17, neg_pair = 448
1428: pos_pair = 30, neg_pair = 498
1322: pos_pair = 90, neg_pair = 2611
0943: pos_pair = 25, neg_pair = 1200
0200: pos_pair = 39, neg_pair = 1089
0439: pos_pair = 27, neg_pair = 1101
0646: pos_pair = 33, neg_pair = 787
1554: pos_pair = 17, neg_pair = 544
1523: pos_pair = 39, neg_pair = 951
0236: pos_pair = 31, neg_pair = 1509
0623: pos_pair = 20, neg_pair = 541
0842: pos_pair = 214, neg_pair = 1011
0639: pos_pair = 41, neg_pair = 739
0714: pos_pair = 17, neg_pair = 544
0230: pos_pair = 39, neg_pair = 1186
1054: pos_pair = 21, neg_pair = 840
0694: pos_pair = 26, neg_pair = 1150
0540: pos_pair = 22, neg_pair = 474
0272: pos_pair = 37, neg_pair = 704
1231: pos_pair = 25, neg_pair = 1200
0214: pos_pair = 174, neg_pair = 1971
0557: pos_pair = 15, neg_pair = 420
[0, 1, 1, 2, 3, 4, 5, 5, 6, 7, 8, 9, 10, 10, 11, 12, 12, 13, 13, 14, 14, 7, 8, 2, 11, 9, 0, 3, 4, 6]
0597: pos_pair = 44, neg_pair = 2882
1073: pos_pair = 16, neg_pair = 194
0137: pos_pair = 58, neg_pair = 3947
0136: pos_pair = 29, neg_pair = 1624
0879: pos_pair = 30, neg_pair = 1245
0168: pos_pair = 26, neg_pair = 409
0755: pos_pair = 32, neg_pair = 1621
0995: pos_pair = 22, neg_pair = 798
1314: pos_pair = 55, neg_pair = 1430
0862: pos_pair = 61, neg_pair = 1830
0173: pos_pair = 63, neg_pair = 2017
0876: pos_pair = 22, neg_pair = 506
1535: pos_pair = 51, neg_pair = 1489
0450: pos_pair = 76, neg_pair = 2270
1063: pos_pair = 31, neg_pair = 1097
1257: pos_pair = 33, neg_pair = 1398
0826: pos_pair = 74, neg_pair = 2071
0008: pos_pair = 69, neg_pair = 1761
1549: pos_pair = 66, neg_pair = 1587
0368: pos_pair = 64, neg_pair = 1827
1127: pos_pair = 113, neg_pair = 1483
1516: pos_pair = 121, neg_pair = 2882
1228: pos_pair = 49, neg_pair = 1226
0094: pos_pair = 19, neg_pair = 576
1391: pos_pair = 89, neg_pair = 2467
0864: pos_pair = 39, neg_pair = 1186
1435: pos_pair = 25, neg_pair = 921
1055: pos_pair = 45, neg_pair = 858
0473: pos_pair = 34, neg_pair = 869
0436: pos_pair = 45, neg_pair = 2233
0171: pos_pair = 29, neg_pair = 566
1529: pos_pair = 41, neg_pair = 1087
0551: pos_pair = 31, neg_pair = 710
1170: pos_pair = 23, neg_pair = 1012
1219: pos_pair = 54, neg_pair = 1657
0704: pos_pair = 73, neg_pair = 1202
1331: pos_pair = 84, neg_pair = 1191
1013: pos_pair = 49, neg_pair = 1604
0052: pos_pair = 53, neg_pair = 688
0160: pos_pair = 304, neg_pair = 1907
1281: pos_pair = 34, neg_pair = 1857
1519: pos_pair = 59, neg_pair = 2791
0164: pos_pair = 56, neg_pair = 1597
0726: pos_pair = 46, neg_pair = 2655
0925: pos_pair = 38, neg_pair = 703
0402: pos_pair = 38, neg_pair = 823
0593: pos_pair = 84, neg_pair = 2127
0895: pos_pair = 58, neg_pair = 845
1417: pos_pair = 26, neg_pair = 1009
1402: pos_pair = 15, neg_pair = 420
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 7, 6, 12, 11, 1, 10, 8, 9, 5, 0, 14, 4, 2, 13, 3]
0939: pos_pair = 34, neg_pair = 1001
1253: pos_pair = 76, neg_pair = 2850
0178: pos_pair = 20, neg_pair = 760
1132: pos_pair = 30, neg_pair = 1245
1445: pos_pair = 35, neg_pair = 785
1032: pos_pair = 21, neg_pair = 840
0004: pos_pair = 22, neg_pair = 608
0698: pos_pair = 26, neg_pair = 794
0339: pos_pair = 48, neg_pair = 1968
1123: pos_pair = 13, neg_pair = 240
[0, 1, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 10, 8, 9, 0, 5, 10, 2, 7, 1]
0910: pos_pair = 28, neg_pair = 1053
0395: pos_pair = 27, neg_pair = 963
1568: pos_pair = 43, neg_pair = 1038
1423: pos_pair = 47, neg_pair = 943
0634: pos_pair = 40, neg_pair = 1613
0513: pos_pair = 83, neg_pair = 778
0996: pos_pair = 30, neg_pair = 1098
0952: pos_pair = 81, neg_pair = 1689
0914: pos_pair = 24, neg_pair = 837
1375: pos_pair = 25, neg_pair = 795
0645: pos_pair = 45, neg_pair = 816
0210: pos_pair = 21, neg_pair = 540
0656: pos_pair = 73, neg_pair = 1580
0871: pos_pair = 23, neg_pair = 1012
1066: pos_pair = 49, neg_pair = 2229
0544: pos_pair = 72, neg_pair = 831
1275: pos_pair = 34, neg_pair = 669
0565: pos_pair = 52, neg_pair = 1718
0833: pos_pair = 77, neg_pair = 1519
0083: pos_pair = 49, neg_pair = 1127
0477: pos_pair = 62, neg_pair = 799
0643: pos_pair = 60, neg_pair = 2641
0653: pos_pair = 26, neg_pair = 535
1124: pos_pair = 43, neg_pair = 1553
0732: pos_pair = 74, neg_pair = 1942
1537: pos_pair = 47, neg_pair = 2299
1413: pos_pair = 24, neg_pair = 1104
0659: pos_pair = 19, neg_pair = 576
1458: pos_pair = 21, neg_pair = 840
0183: pos_pair = 31, neg_pair = 872
0752: pos_pair = 99, neg_pair = 1441
0318: pos_pair = 24, neg_pair = 837
0602: pos_pair = 46, neg_pair = 815
0081: pos_pair = 27, neg_pair = 753
1505: pos_pair = 28, neg_pair = 833
0772: pos_pair = 76, neg_pair = 2927
0954: pos_pair = 32, neg_pair = 1003
1556: pos_pair = 53, neg_pair = 2293
0531: pos_pair = 23, neg_pair = 1012
0955: pos_pair = 37, neg_pair = 909
1249: pos_pair = 54, neg_pair = 1657
1272: pos_pair = 27, neg_pair = 603
0379: pos_pair = 56, neg_pair = 1540
0723: pos_pair = 55, neg_pair = 1898
0771: pos_pair = 37, neg_pair = 1733
0759: pos_pair = 114, neg_pair = 2232
1209: pos_pair = 55, neg_pair = 686
1474: pos_pair = 26, neg_pair = 877
0674: pos_pair = 36, neg_pair = 2310
0451: pos_pair = 28, neg_pair = 1512
0961: pos_pair = 31, neg_pair = 830
1104: pos_pair = 38, neg_pair = 1615
0103: pos_pair = 17, neg_pair = 544
1412: pos_pair = 82, neg_pair = 1514
0886: pos_pair = 23, neg_pair = 757
1461: pos_pair = 44, neg_pair = 1282
0426: pos_pair = 35, neg_pair = 1046
0632: pos_pair = 33, neg_pair = 1563
0054: pos_pair = 72, neg_pair = 1306
1241: pos_pair = 22, neg_pair = 474
0000: pos_pair = 28, neg_pair = 833
0433: pos_pair = 23, neg_pair = 383
1176: pos_pair = 35, neg_pair = 1046
0779: pos_pair = 34, neg_pair = 1857
0364: pos_pair = 41, neg_pair = 905
1117: pos_pair = 18, neg_pair = 612
0572: pos_pair = 22, neg_pair = 681
0009: pos_pair = 34, neg_pair = 317
1399: pos_pair = 18, neg_pair = 172
1158: pos_pair = 27, neg_pair = 876
0568: pos_pair = 59, neg_pair = 1216
0158: pos_pair = 34, neg_pair = 561
0241: pos_pair = 65, neg_pair = 1160
1245: pos_pair = 46, neg_pair = 1439
0916: pos_pair = 26, neg_pair = 1300
0485: pos_pair = 20, neg_pair = 760
0464: pos_pair = 85, neg_pair = 735
0615: pos_pair = 52, neg_pair = 1601
0475: pos_pair = 40, neg_pair = 1391
1501: pos_pair = 126, neg_pair = 1954
0259: pos_pair = 24, neg_pair = 1104
0073: pos_pair = 58, neg_pair = 1268
0934: pos_pair = 43, neg_pair = 1442
0188: pos_pair = 27, neg_pair = 963
0801: pos_pair = 29, neg_pair = 1052
0022: pos_pair = 28, neg_pair = 1512
0276: pos_pair = 19, neg_pair = 477
0968: pos_pair = 22, neg_pair = 924
1042: pos_pair = 37, neg_pair = 2043
0401: pos_pair = 52, neg_pair = 1659
0480: pos_pair = 18, neg_pair = 612
0812: pos_pair = 70, neg_pair = 1641
0545: pos_pair = 41, neg_pair = 2374
0414: pos_pair = 57, neg_pair = 804
0043: pos_pair = 20, neg_pair = 646
1345: pos_pair = 18, neg_pair = 417
0730: pos_pair = 52, neg_pair = 809
1242: pos_pair = 18, neg_pair = 333
1441: pos_pair = 57, neg_pair = 2946
0829: pos_pair = 53, neg_pair = 893
1466: pos_pair = 119, neg_pair = 3709
0814: pos_pair = 38, neg_pair = 1792
0631: pos_pair = 104, neg_pair = 2452
1155: pos_pair = 23, neg_pair = 572
1139: pos_pair = 34, neg_pair = 494
0571: pos_pair = 60, neg_pair = 1893
1557: pos_pair = 40, neg_pair = 2040
0658: pos_pair = 55, neg_pair = 1220
0898: pos_pair = 54, neg_pair = 2721
0304: pos_pair = 23, neg_pair = 355
0753: pos_pair = 30, neg_pair = 711
0006: pos_pair = 84, neg_pair = 1996
1070: pos_pair = 50, neg_pair = 1225
0281: pos_pair = 14, neg_pair = 364
[0, 1, 1, 2, 3, 4, 4, 5, 6, 6, 7, 8, 9, 10, 11, 12, 13, 9, 2, 5, 11, 13, 10, 0, 3, 8, 12, 7]
0113: pos_pair = 29, neg_pair = 1456
1567: pos_pair = 71, neg_pair = 709
0776: pos_pair = 23, neg_pair = 643
0953: pos_pair = 68, neg_pair = 2417
1102: pos_pair = 90, neg_pair = 1341
0373: pos_pair = 23, neg_pair = 1012
0604: pos_pair = 37, neg_pair = 866
1512: pos_pair = 68, neg_pair = 2417
0284: pos_pair = 34, neg_pair = 827
1385: pos_pair = 38, neg_pair = 908
1109: pos_pair = 67, neg_pair = 1158
0975: pos_pair = 30, neg_pair = 873
0251: pos_pair = 68, neg_pair = 1823
0721: pos_pair = 48, neg_pair = 772
0072: pos_pair = 18, neg_pair = 510
1366: pos_pair = 56, neg_pair = 1897
1246: pos_pair = 42, neg_pair = 1233
0121: pos_pair = 34, neg_pair = 1397
1539: pos_pair = 53, neg_pair = 1487
1347: pos_pair = 37, neg_pair = 2241
0667: pos_pair = 46, neg_pair = 1385
0816: pos_pair = 103, neg_pair = 2747
0102: pos_pair = 35, neg_pair = 2176
1091: pos_pair = 42, neg_pair = 1389
0607: pos_pair = 47, neg_pair = 1723
0360: pos_pair = 46, neg_pair = 1082
0091: pos_pair = 60, neg_pair = 1593
1319: pos_pair = 42, neg_pair = 738
1526: pos_pair = 58, neg_pair = 1482
1166: pos_pair = 40, neg_pair = 995
0922: pos_pair = 59, neg_pair = 2569
1285: pos_pair = 46, neg_pair = 1229
1061: pos_pair = 54, neg_pair = 1962
1280: pos_pair = 46, neg_pair = 1494
1089: pos_pair = 66, neg_pair = 2349
0342: pos_pair = 52, neg_pair = 1601
0552: pos_pair = 15, neg_pair = 336
[0, 1, 2, 3, 4, 5, 6, 7, 8, 8, 9, 9, 9, 10, 11, 12, 11, 10, 4, 6, 2, 0, 1, 5, 7, 12, 3]
0504: pos_pair = 55, neg_pair = 1323
0690: pos_pair = 34, neg_pair = 1241
0679: pos_pair = 23, neg_pair = 1012
1040: pos_pair = 33, neg_pair = 1920
1010: pos_pair = 76, neg_pair = 2004
1121: pos_pair = 59, neg_pair = 1594
0228: pos_pair = 18, neg_pair = 612
0458: pos_pair = 30, neg_pair = 873
1151: pos_pair = 73, neg_pair = 1880
1324: pos_pair = 50, neg_pair = 896
0959: pos_pair = 66, neg_pair = 1312
0555: pos_pair = 46, neg_pair = 900
0419: pos_pair = 46, neg_pair = 944
1236: pos_pair = 26, neg_pair = 754
0457: pos_pair = 23, neg_pair = 757
0177: pos_pair = 86, neg_pair = 3074
0813: pos_pair = 85, neg_pair = 2841
1487: pos_pair = 66, neg_pair = 1950
0227: pos_pair = 35, neg_pair = 1618
0984: pos_pair = 37, neg_pair = 1733
0425: pos_pair = 273, neg_pair = 1212
1291: pos_pair = 30, neg_pair = 750
0619: pos_pair = 31, neg_pair = 320
1250: pos_pair = 32, neg_pair = 1049
0838: pos_pair = 25, neg_pair = 921
1135: pos_pair = 80, neg_pair = 2770
1367: pos_pair = 68, neg_pair = 1258
0722: pos_pair = 37, neg_pair = 1394
0908: pos_pair = 62, neg_pair = 2639
1405: pos_pair = 32, neg_pair = 244
0649: pos_pair = 64, neg_pair = 1367
0828: pos_pair = 37, neg_pair = 1188
0187: pos_pair = 75, neg_pair = 2851
0118: pos_pair = 24, neg_pair = 1104
1014: pos_pair = 65, neg_pair = 2491
0487: pos_pair = 33, neg_pair = 1293
0337: pos_pair = 18, neg_pair = 360
1105: pos_pair = 69, neg_pair = 1012
0680: pos_pair = 44, neg_pair = 1334
1515: pos_pair = 56, neg_pair = 1714
0917: pos_pair = 53, neg_pair = 1123
0051: pos_pair = 24, neg_pair = 837
0858: pos_pair = 17, neg_pair = 544
0699: pos_pair = 17, neg_pair = 544
0140: pos_pair = 70, neg_pair = 1760
0727: pos_pair = 17, neg_pair = 544
0280: pos_pair = 34, neg_pair = 956
1521: pos_pair = 62, neg_pair = 2353
0225: pos_pair = 57, neg_pair = 1269
1432: pos_pair = 27, neg_pair = 1248
1309: pos_pair = 15, neg_pair = 420
[0, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 10, 11, 11, 12, 13, 13, 14, 2, 4, 1, 10, 3, 14, 6, 12, 9, 0]
1429: pos_pair = 51, neg_pair = 1602
1259: pos_pair = 98, neg_pair = 1855
0462: pos_pair = 34, neg_pair = 1677
1306: pos_pair = 111, neg_pair = 669
1204: pos_pair = 23, neg_pair = 328
0107: pos_pair = 20, neg_pair = 760
0474: pos_pair = 13, neg_pair = 312
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 9, 2, 5, 3, 11, 1, 6, 0, 10, 7, 8, 4]
0261: pos_pair = 36, neg_pair = 999
0371: pos_pair = 18, neg_pair = 417
0273: pos_pair = 116, neg_pair = 2965
0624: pos_pair = 50, neg_pair = 2161
0080: pos_pair = 32, neg_pair = 634
0138: pos_pair = 46, neg_pair = 900
0719: pos_pair = 66, neg_pair = 2937
0666: pos_pair = 36, neg_pair = 910
1480: pos_pair = 84, neg_pair = 906
1440: pos_pair = 32, neg_pair = 958
0783: pos_pair = 19, neg_pair = 576
0186: pos_pair = 43, neg_pair = 1497
0087: pos_pair = 68, neg_pair = 878
0636: pos_pair = 129, neg_pair = 2217
0815: pos_pair = 33, neg_pair = 495
1067: pos_pair = 37, neg_pair = 1188
1530: pos_pair = 35, neg_pair = 2176
0301: pos_pair = 30, neg_pair = 531
1198: pos_pair = 64, neg_pair = 1367
1442: pos_pair = 24, neg_pair = 837
0848: pos_pair = 24, neg_pair = 1104
0650: pos_pair = 44, neg_pair = 1609
0695: pos_pair = 54, neg_pair = 766
0509: pos_pair = 28, neg_pair = 182
1382: pos_pair = 26, neg_pair = 1300
0086: pos_pair = 23, neg_pair = 880
0253: pos_pair = 24, neg_pair = 717
0651: pos_pair = 102, neg_pair = 2043
1056: pos_pair = 110, neg_pair = 2518
0585: pos_pair = 34, neg_pair = 632
1230: pos_pair = 46, neg_pair = 1907
1018: pos_pair = 19, neg_pair = 684
1562: pos_pair = 24, neg_pair = 966
0881: pos_pair = 140, neg_pair = 2786
0274: pos_pair = 28, neg_pair = 407
0031: pos_pair = 74, neg_pair = 2272
0580: pos_pair = 35, neg_pair = 1343
1080: pos_pair = 51, neg_pair = 810
0435: pos_pair = 45, neg_pair = 1281
0238: pos_pair = 44, neg_pair = 902
0369: pos_pair = 56, neg_pair = 2429
1076: pos_pair = 18, neg_pair = 510
0586: pos_pair = 35, neg_pair = 1795
1062: pos_pair = 31, neg_pair = 830
0960: pos_pair = 95, neg_pair = 1283
0630: pos_pair = 44, neg_pair = 421
1443: pos_pair = 45, neg_pair = 1281
1173: pos_pair = 33, neg_pair = 787
0476: pos_pair = 49, neg_pair = 1721
1378: pos_pair = 22, neg_pair = 798
0254: pos_pair = 122, neg_pair = 2023
0263: pos_pair = 127, neg_pair = 734
0282: pos_pair = 82, neg_pair = 2333
1200: pos_pair = 52, neg_pair = 1029
1508: pos_pair = 71, neg_pair = 2932
1419: pos_pair = 63, neg_pair = 1212
1498: pos_pair = 30, neg_pair = 600
0079: pos_pair = 40, neg_pair = 950
0037: pos_pair = 54, neg_pair = 612
0692: pos_pair = 19, neg_pair = 684
1229: pos_pair = 27, neg_pair = 963
0875: pos_pair = 28, neg_pair = 833
0416: pos_pair = 123, neg_pair = 1588
0697: pos_pair = 59, neg_pair = 1069
0255: pos_pair = 21, neg_pair = 840
1020: pos_pair = 25, neg_pair = 1200
1267: pos_pair = 50, neg_pair = 2578
0124: pos_pair = 43, neg_pair = 1085
1421: pos_pair = 17, neg_pair = 544
0673: pos_pair = 84, neg_pair = 2617
0489: pos_pair = 40, neg_pair = 1041
0877: pos_pair = 28, neg_pair = 1053
0196: pos_pair = 140, neg_pair = 1630
0971: pos_pair = 102, neg_pair = 2176
1310: pos_pair = 35, neg_pair = 1795
0749: pos_pair = 139, neg_pair = 1877
0478: pos_pair = 27, neg_pair = 753
0661: pos_pair = 33, neg_pair = 402
1072: pos_pair = 31, neg_pair = 1194
0861: pos_pair = 113, neg_pair = 2588
0573: pos_pair = 12, neg_pair = 198
[0, 1, 1, 2, 3, 3, 4, 4, 5, 5, 6, 6, 7, 8, 8, 8, 9, 9, 0, 7, 2]
1524: pos_pair = 72, neg_pair = 2139
1144: pos_pair = 45, neg_pair = 945
0766: pos_pair = 7, neg_pair = 84
[0, 1, 2, 3, 4, 5, 5, 6, 2, 6, 1, 4, 0, 3]
1107: pos_pair = 17, neg_pair = 448
0562: pos_pair = 46, neg_pair = 2165
1491: pos_pair = 70, neg_pair = 2631
1174: pos_pair = 17, neg_pair = 236
1009: pos_pair = 41, neg_pair = 1444
0956: pos_pair = 39, neg_pair = 1672
0982: pos_pair = 21, neg_pair = 840
0391: pos_pair = 14, neg_pair = 364
[0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 13, 8, 9, 5, 6, 2, 10, 7, 11, 13, 0, 4, 3]
1565: pos_pair = 56, neg_pair = 1655
0767: pos_pair = 54, neg_pair = 1122
0913: pos_pair = 74, neg_pair = 1756
0128: pos_pair = 57, neg_pair = 723
0204: pos_pair = 85, neg_pair = 1293
0532: pos_pair = 17, neg_pair = 361
1156: pos_pair = 12, neg_pair = 264
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 10, 11, 5, 2, 4, 11, 6, 7, 1, 0, 3, 8, 10]
0398: pos_pair = 30, neg_pair = 1401
1106: pos_pair = 42, neg_pair = 1086
0598: pos_pair = 52, neg_pair = 1601
0763: pos_pair = 65, neg_pair = 313
1389: pos_pair = 32, neg_pair = 1621
0345: pos_pair = 53, neg_pair = 1222
0696: pos_pair = 28, neg_pair = 602
0159: pos_pair = 28, neg_pair = 1197
0129: pos_pair = 15, neg_pair = 420
[0, 1, 2, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 13, 9, 7, 14, 5, 6, 3, 8, 11, 10, 0, 1, 4, 12]
0716: pos_pair = 38, neg_pair = 628
0798: pos_pair = 23, neg_pair = 1012
0310: pos_pair = 98, neg_pair = 1555
1201: pos_pair = 51, neg_pair = 1077
0208: pos_pair = 33, neg_pair = 1737
0275: pos_pair = 32, neg_pair = 1193
1213: pos_pair = 17, neg_pair = 544
0601: pos_pair = 61, neg_pair = 1214
1150: pos_pair = 10, neg_pair = 180
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 2, 7, 9, 1, 0, 8, 5, 6, 4, 3]
0893: pos_pair = 33, neg_pair = 1563
1293: pos_pair = 40, neg_pair = 1851
1469: pos_pair = 54, neg_pair = 2091
1142: pos_pair = 54, neg_pair = 726
1048: pos_pair = 30, neg_pair = 1245
0005: pos_pair = 25, neg_pair = 1056
0032: pos_pair = 133, neg_pair = 2145
1503: pos_pair = 41, neg_pair = 1555
0560: pos_pair = 18, neg_pair = 510
1235: pos_pair = 19, neg_pair = 684
1260: pos_pair = 37, neg_pair = 2664
0154: pos_pair = 38, neg_pair = 1853
0706: pos_pair = 46, neg_pair = 1280
1550: pos_pair = 17, neg_pair = 361
1511: pos_pair = 63, neg_pair = 1477
1116: pos_pair = 35, neg_pair = 1396
1335: pos_pair = 87, neg_pair = 1993
0151: pos_pair = 36, neg_pair = 2310
0041: pos_pair = 49, neg_pair = 1781
0300: pos_pair = 50, neg_pair = 853
0320: pos_pair = 62, neg_pair = 1954
0068: pos_pair = 48, neg_pair = 2032
0459: pos_pair = 49, neg_pair = 1904
1298: pos_pair = 27, neg_pair = 1248
0463: pos_pair = 24, neg_pair = 642
0408: pos_pair = 48, neg_pair = 1437
1202: pos_pair = 39, neg_pair = 741
1337: pos_pair = 93, neg_pair = 1132
0290: pos_pair = 18, neg_pair = 612
1329: pos_pair = 25, neg_pair = 716
1205: pos_pair = 34, neg_pair = 2244
1137: pos_pair = 26, neg_pair = 569
1064: pos_pair = 25, neg_pair = 1200
1023: pos_pair = 59, neg_pair = 1481
1096: pos_pair = 30, neg_pair = 636
0193: pos_pair = 98, neg_pair = 2752
0125: pos_pair = 34, neg_pair = 1094
0456: pos_pair = 30, neg_pair = 1566
0434: pos_pair = 128, neg_pair = 2083
0357: pos_pair = 22, neg_pair = 924
1081: pos_pair = 24, neg_pair = 1104
0213: pos_pair = 17, neg_pair = 544
1269: pos_pair = 49, neg_pair = 1721
0625: pos_pair = 41, neg_pair = 1040
0754: pos_pair = 29, neg_pair = 1052
1477: pos_pair = 25, neg_pair = 795
1078: pos_pair = 32, neg_pair = 1049
0920: pos_pair = 21, neg_pair = 414
1393: pos_pair = 75, neg_pair = 2481
0323: pos_pair = 37, neg_pair = 953
1297: pos_pair = 48, neg_pair = 2097
0503: pos_pair = 46, neg_pair = 815
0773: pos_pair = 56, neg_pair = 1219
